"mdom_ensembl_gid","mdom_gene_name","dnov_ensembl_gid","dnov_gene_name","dnov_homology_type","ocun_ensembl_gid","ocun_gene_name","ocun_homology_type"
"ENSMODG00000008074","LAMTOR1","ENSDNOG00000031499","LAMTOR1","ortholog_one2one","ENSOCUG00000000164","LAMTOR1","ortholog_one2one"
"ENSMODG00000025408","TXNDC12","ENSDNOG00000040593","TXNDC12","ortholog_one2one","ENSOCUG00000001972","TXNDC12","ortholog_one2one"
"ENSMODG00000000791","RAB3B","ENSDNOG00000003158","RAB3B","ortholog_one2one","ENSOCUG00000001969","RAB3B","ortholog_one2one"
"ENSMODG00000000839","NRD1","ENSDNOG00000013916","NRD1","ortholog_one2one","ENSOCUG00000004330","NRD1","ortholog_one2one"
"ENSMODG00000008087","","ENSDNOG00000031787","","ortholog_one2one","ENSOCUG00000000162","","ortholog_one2one"
"ENSMODG00000000934","OSBPL9","ENSDNOG00000013879","OSBPL9","ortholog_one2one","ENSOCUG00000004303","OSBPL9","ortholog_one2one"
"ENSMODG00000008131","NUMA1","ENSDNOG00000011890","NUMA1","ortholog_one2one","ENSOCUG00000012335","NUMA1","ortholog_one2one"
"ENSMODG00000000946","","ENSDNOG00000047813","","ortholog_one2one","ENSOCUG00000023504","CALR","ortholog_one2one"
"ENSMODG00000008145","RNF121","ENSDNOG00000011868","RNF121","ortholog_one2one","ENSOCUG00000012317","RNF121","ortholog_one2one"
"ENSMODG00000008210","","ENSDNOG00000035106","","ortholog_one2one","ENSOCUG00000012313","","ortholog_one2one"
"ENSMODG00000001043","EPS15","ENSDNOG00000034252","EPS15","ortholog_one2one","ENSOCUG00000004293","EPS15","ortholog_one2one"
"ENSMODG00000008290","NUP98","ENSDNOG00000002694","NUP98","ortholog_one2one","ENSOCUG00000017583","NUP98","ortholog_one2one"
"ENSMODG00000008322","PGAP2","ENSDNOG00000048260","PGAP2","ortholog_one2one","ENSOCUG00000017600","PGAP2","ortholog_one2one"
"ENSMODG00000003455","PGPEP1","ENSDNOG00000018890","PGPEP1","ortholog_one2one","ENSOCUG00000025762","PGPEP1","ortholog_one2one"
"ENSMODG00000001185","RNF11","ENSDNOG00000013675","RNF11","ortholog_one2one","ENSOCUG00000007582","RNF11","ortholog_one2one"
"ENSMODG00000001179","TTC39A","ENSDNOG00000042530","TTC39A","ortholog_one2one","ENSOCUG00000007583","TTC39A","ortholog_one2one"
"ENSMODG00000008347","STIM1","ENSDNOG00000042079","STIM1","ortholog_one2one","ENSOCUG00000013363","STIM1","ortholog_one2one"
"ENSMODG00000001194","CDKN2C","ENSDNOG00000040641","CDKN2C","ortholog_one2one","ENSOCUG00000008385","CDKN2C","ortholog_one2one"
"ENSMODG00000008391","RRM1","ENSDNOG00000049120","RRM1","ortholog_one2one","ENSOCUG00000013372","RRM1","ortholog_one2one"
"ENSMODG00000001251","DMRTA2","ENSDNOG00000041150","DMRTA2","ortholog_one2one","ENSOCUG00000001019","DMRTA2","ortholog_one2one"
"ENSMODG00000001300","ELAVL4","ENSDNOG00000033502","ELAVL4","ortholog_one2one","ENSOCUG00000016262","ELAVL4","ortholog_one2one"
"ENSMODG00000001348","AGBL4","ENSDNOG00000032524","AGBL4","ortholog_one2one","ENSOCUG00000006460","AGBL4","ortholog_one2one"
"ENSMODG00000001370","SPATA6","ENSDNOG00000037466","SPATA6","ortholog_one2one","ENSOCUG00000008704","SPATA6","ortholog_one2one"
"ENSMODG00000003568","KLHL26","ENSDNOG00000042787","KLHL26","ortholog_one2one","ENSOCUG00000021838","KLHL26","ortholog_one2one"
"ENSMODG00000003607","CRTC1","ENSDNOG00000044106","CRTC1","ortholog_one2one","ENSOCUG00000024655","CRTC1","ortholog_one2one"
"ENSMODG00000001494","STIL","ENSDNOG00000039402","STIL","ortholog_one2one","ENSOCUG00000013586","STIL","ortholog_one2one"
"ENSMODG00000001502","TAL1","ENSDNOG00000047501","TAL1","ortholog_one2one","ENSOCUG00000017248","TAL1","ortholog_one2one"
"ENSMODG00000001509","PDZK1IP1","ENSDNOG00000012587","PDZK1IP1","ortholog_one2one","ENSOCUG00000023194","PDZK1IP1","ortholog_one2one"
"ENSMODG00000001709","CYP4B1","ENSDNOG00000009822","CYP4B1","ortholog_one2one","ENSOCUG00000011201","CYP4B1","ortholog_one2one"
"ENSMODG00000003992","SUGP2","ENSDNOG00000037751","SUGP2","ortholog_one2one","ENSOCUG00000001315","SUGP2","ortholog_one2one"
"ENSMODG00000004028","ARMC6","ENSDNOG00000031008","ARMC6","ortholog_one2one","ENSOCUG00000023141","ARMC6","ortholog_one2one"
"ENSMODG00000008853","","ENSDNOG00000048219","","ortholog_one2one","ENSOCUG00000008287","","ortholog_one2one"
"ENSMODG00000023991","","ENSDNOG00000039788","","ortholog_one2one","ENSOCUG00000028170","","ortholog_one2one"
"ENSMODG00000008901","OR51D1","ENSDNOG00000037104","OR51D1","ortholog_one2one","ENSOCUG00000014394","OR51D1","ortholog_one2one"
"ENSMODG00000008938","OR51E1","ENSDNOG00000023814","OR51E1","ortholog_one2one","ENSOCUG00000014010","OR51E1","ortholog_one2one"
"ENSMODG00000004527","CSNK1G2","ENSDNOG00000007923","CSNK1G2","ortholog_one2one","ENSOCUG00000014821","CSNK1G3","ortholog_one2one"
"ENSMODG00000004631","AP3D1","ENSDNOG00000038402","AP3D1","ortholog_one2one","ENSOCUG00000024413","AP3D1","ortholog_one2one"
"ENSMODG00000009092","","ENSDNOG00000047772","","ortholog_one2one","ENSOCUG00000002062","OLFR560","ortholog_one2one"
"ENSMODG00000001906","EFCAB14","ENSDNOG00000046704","EFCAB14","ortholog_one2one","ENSOCUG00000006616","EFCAB14","ortholog_one2one"
"ENSMODG00000001908","TEX38","ENSDNOG00000034660","TEX38","ortholog_one2one","ENSOCUG00000006612","TEX38","ortholog_one2one"
"ENSMODG00000001918","ATPAF1","ENSDNOG00000010461","ATPAF1","ortholog_one2one","ENSOCUG00000009230","ATPAF1","ortholog_one2one"
"ENSMODG00000001928","MOB3C","ENSDNOG00000037923","MOB3C","ortholog_one2one","ENSOCUG00000021111","MOB3C","ortholog_one2one"
"ENSMODG00000001951","MKNK1","ENSDNOG00000039937","MKNK1","ortholog_one2one","ENSOCUG00000003495","MKNK1","ortholog_one2one"
"ENSMODG00000009122","OR51F2","ENSDNOG00000038293","OR51F2","ortholog_one2one","ENSOCUG00000003989","OR51F2","ortholog_one2one"
"ENSMODG00000001963","DMBX1","ENSDNOG00000035821","DMBX1","ortholog_one2one","ENSOCUG00000006630","DMBX1","ortholog_one2one"
"ENSMODG00000001986","FAAH","ENSDNOG00000014693","FAAH","ortholog_one2one","ENSOCUG00000003441","FAAH","ortholog_one2one"
"ENSMODG00000001996","NSUN4","ENSDNOG00000003416","NSUN4","ortholog_one2one","ENSOCUG00000007598","NSUN4","ortholog_one2one"
"ENSMODG00000001998","UQCRH","ENSDNOG00000013554","UQCRH","ortholog_one2one","ENSOCUG00000007600","UQCRH","ortholog_one2one"
"ENSMODG00000002018","LRRC41","ENSDNOG00000003407","LRRC41","ortholog_one2one","ENSOCUG00000027117","LRRC41","ortholog_one2one"
"ENSMODG00000009213","OR51H1P","ENSDNOG00000017126","OR51H1P","ortholog_one2one","ENSOCUG00000007889","OLFR555","ortholog_one2one"
"ENSMODG00000002032","RAD54L","ENSDNOG00000003395","RAD54L","ortholog_one2one","ENSOCUG00000005229","RAD54L","ortholog_one2one"
"ENSMODG00000002033","LURAP1","ENSDNOG00000004005","LURAP1","ortholog_one2one","ENSOCUG00000005225","LURAP1","ortholog_one2one"
"ENSMODG00000002106","POMGNT1","ENSDNOG00000003993","POMGNT1","ortholog_one2one","ENSOCUG00000005220","POMGNT1","ortholog_one2one"
"ENSMODG00000013483","GLRX3","ENSDNOG00000010387","GLRX3","ortholog_one2one","ENSOCUG00000013091","GLRX3","ortholog_one2one"
"ENSMODG00000002113","TSPAN1","ENSDNOG00000049228","TSPAN1","ortholog_one2one","ENSOCUG00000005217","TSPAN1","ortholog_one2one"
"ENSMODG00000002139","PIK3R3","ENSDNOG00000039321","PIK3R3","ortholog_one2one","ENSOCUG00000014319","PIK3R3","ortholog_one2one"
"ENSMODG00000009264","OR51T1","ENSDNOG00000042770","OR51T1","ortholog_one2one","ENSOCUG00000000693","OR51T1","ortholog_one2one"
"ENSMODG00000029056","NPS","ENSDNOG00000038703","NPS","ortholog_one2one","ENSOCUG00000028102","NPS","ortholog_one2one"
"ENSMODG00000006906","FOXI2","ENSDNOG00000046789","FOXI2","ortholog_one2one","ENSOCUG00000024632","FOXI2","ortholog_one2one"
"ENSMODG00000006911","CLRN3","ENSDNOG00000040107","CLRN3","ortholog_one2one","ENSOCUG00000008445","CLRN3","ortholog_one2one"
"ENSMODG00000006953","MKI67","ENSDNOG00000048057","MKI67","ortholog_one2one","ENSOCUG00000005133","MKI67","ortholog_one2one"
"ENSMODG00000012237","TSPAN15","ENSDNOG00000011926","TSPAN15","ortholog_one2one","ENSOCUG00000013992","TSPAN15","ortholog_one2one"
"ENSMODG00000012225","C10orf35","ENSDNOG00000014713","C10orf35","ortholog_one2one","ENSOCUG00000014875","C10orf35","ortholog_one2one"
"ENSMODG00000012220","COL13A1","ENSDNOG00000013984","COL13A1","ortholog_one2one","ENSOCUG00000011655","COL13A1","ortholog_one2one"
"ENSMODG00000002208","IPP","ENSDNOG00000014642","IPP","ortholog_one2one","ENSOCUG00000016604","IPP","ortholog_one2one"
"ENSMODG00000012207","H2AFY2","ENSDNOG00000011036","H2AFY2","ortholog_one2one","ENSOCUG00000004773","H2AFY2","ortholog_one2one"
"ENSMODG00000012201","AIFM2","ENSDNOG00000011059","AIFM2","ortholog_one2one","ENSOCUG00000004543","AIFM2","ortholog_one2one"
"ENSMODG00000012195","TYSND1","ENSDNOG00000047164","TYSND1","ortholog_one2one","ENSOCUG00000004775","TYSND1","ortholog_one2one"
"ENSMODG00000012176","PPA1","ENSDNOG00000047169","PPA1","ortholog_one2one","ENSOCUG00000016001","PPA1","ortholog_one2one"
"ENSMODG00000012172","NPFFR1","ENSDNOG00000014877","NPFFR1","ortholog_one2one","ENSOCUG00000016014","NPFFR1","ortholog_one2one"
"ENSMODG00000012169","LRRC20","ENSDNOG00000041213","LRRC20","ortholog_one2one","ENSOCUG00000016021","LRRC20","ortholog_one2one"
"ENSMODG00000012161","EIF4EBP2","ENSDNOG00000010090","EIF4EBP2","ortholog_one2one","ENSOCUG00000003475","EIF4EBP2","ortholog_one2one"
"ENSMODG00000012158","NODAL","ENSDNOG00000017851","NODAL","ortholog_one2one","ENSOCUG00000008685","NODAL","ortholog_one2one"
"ENSMODG00000002212","TMEM69","ENSDNOG00000044673","TMEM69","ortholog_one2one","ENSOCUG00000011433","TMEM69","ortholog_one2one"
"ENSMODG00000012151","PALD1","ENSDNOG00000044335","PALD1","ortholog_one2one","ENSOCUG00000024110","PALD1","ortholog_one2one"
"ENSMODG00000002239","GPBP1L1","ENSDNOG00000006594","GPBP1L1","ortholog_one2one","ENSOCUG00000017939","GPBP1L1","ortholog_one2one"
"ENSMODG00000012133","ADAMTS14","ENSDNOG00000019155","ADAMTS14","ortholog_one2one","ENSOCUG00000017775","ADAMTS14","ortholog_one2one"
"ENSMODG00000029551","TBATA","ENSDNOG00000031360","TBATA","ortholog_one2one","ENSOCUG00000017786","TBATA","ortholog_one2one"
"ENSMODG00000025399","LINGO1","ENSDNOG00000012232","LINGO1","ortholog_one2one","ENSOCUG00000005974","LINGO1","ortholog_one2one"
"ENSMODG00000012113","HMG20A","ENSDNOG00000034143","HMG20A","ortholog_one2one","ENSOCUG00000005648","HMG20A","ortholog_one2one"
"ENSMODG00000012107","PEAK1","ENSDNOG00000043085","PEAK1","ortholog_one2one","ENSOCUG00000015548","PEAK1","ortholog_one2one"
"ENSMODG00000022929","","ENSDNOG00000035778","","ortholog_one2one","ENSOCUG00000000373","OLFR604","ortholog_one2one"
"ENSMODG00000012089","PSTPIP1","ENSDNOG00000041932","PSTPIP1","ortholog_one2one","ENSOCUG00000027321","PSTPIP1","ortholog_one2one"
"ENSMODG00000012080","RCN2","ENSDNOG00000034771","RCN2","ortholog_one2one","ENSOCUG00000003255","RCN2","ortholog_one2one"
"ENSMODG00000011982","ISL2","ENSDNOG00000017623","ISL2","ortholog_one2one","ENSOCUG00000015011","ISL2","ortholog_one2one"
"ENSMODG00000011936","C15orf27","ENSDNOG00000033556","C15orf27","ortholog_one2one","ENSOCUG00000015027","C15orf27","ortholog_one2one"
"ENSMODG00000027669","NRG4","ENSDNOG00000042142","NRG4","ortholog_one2one","ENSOCUG00000023213","NRG4","ortholog_one2one"
"ENSMODG00000011928","FBXO22","ENSDNOG00000036769","FBXO22","ortholog_one2one","ENSOCUG00000024753","FBXO22","ortholog_one2one"
"ENSMODG00000002391","MMACHC","ENSDNOG00000018486","MMACHC","ortholog_one2one","ENSOCUG00000005954","MMACHC","ortholog_one2one"
"ENSMODG00000002382","PRDX1","ENSDNOG00000018488","PRDX1","ortholog_one2one","ENSOCUG00000005951","PRDX1","ortholog_one2one"
"ENSMODG00000011883","CHRNA3","ENSDNOG00000047945","CHRNA3","ortholog_one2one","ENSOCUG00000005023","CHRNA3","ortholog_one2one"
"ENSMODG00000011857","CHRNA5","ENSDNOG00000040199","CHRNA5","ortholog_one2one","ENSOCUG00000006114","CHRNA5","ortholog_one2one"
"ENSMODG00000011727","PSMA4","ENSDNOG00000017230","PSMA4","ortholog_one2one","ENSOCUG00000013256","PSMA4","ortholog_one2one"
"ENSMODG00000002412","TESK2","ENSDNOG00000015602","TESK2","ortholog_one2one","ENSOCUG00000007464","TESK2","ortholog_one2one"
"ENSMODG00000002430","TOE1","ENSDNOG00000015596","TOE1","ortholog_one2one","ENSOCUG00000017503","TOE1","ortholog_one2one"
"ENSMODG00000002459","MUTYH","ENSDNOG00000015588","MUTYH","ortholog_one2one","ENSOCUG00000001966","MUTYH","ortholog_one2one"
"ENSMODG00000025337","HPDL","ENSDNOG00000015587","HPDL","ortholog_one2one","ENSOCUG00000001962","HPDL","ortholog_one2one"
"ENSMODG00000011775","HYKK","ENSDNOG00000006280","HYKK","ortholog_one2one","ENSOCUG00000021767","HYKK","ortholog_one2one"
"ENSMODG00000002481","UROD","ENSDNOG00000012988","UROD","ortholog_one2one","ENSOCUG00000004167","UROD","ortholog_one2one"
"ENSMODG00000011710","CRABP1","ENSDNOG00000003546","CRABP1","ortholog_one2one","ENSOCUG00000000431","CRABP1","ortholog_one2one"
"ENSMODG00000011702","WDR61","ENSDNOG00000042881","","ortholog_one2one","ENSOCUG00000009040","WDR61","ortholog_one2one"
"ENSMODG00000025335","HECTD3","ENSDNOG00000012958","HECTD3","ortholog_one2one","ENSOCUG00000003444","HECTD3","ortholog_one2one"
"ENSMODG00000006358","PALM","ENSDNOG00000031469","PALM","ortholog_one2one","ENSOCUG00000027078","PALM","ortholog_one2one"
"ENSMODG00000002504","EIF2B3","ENSDNOG00000017821","EIF2B3","ortholog_one2one","ENSOCUG00000012509","EIF2B3","ortholog_one2one"
"ENSMODG00000011688","DNAJA4","ENSDNOG00000038805","DNAJA4","ortholog_one2one","ENSOCUG00000000228","DNAJA4","ortholog_one2one"
"ENSMODG00000002526","PTCH2","ENSDNOG00000012249","PTCH2","ortholog_one2one","ENSOCUG00000012489","PTCH2","ortholog_one2one"
"ENSMODG00000028101","BTBD19","ENSDNOG00000040899","BTBD19","ortholog_one2one","ENSOCUG00000024804","BTBD19","ortholog_one2one"
"ENSMODG00000002562","PLK3","ENSDNOG00000041054","PLK3","ortholog_one2one","ENSOCUG00000012460","PLK3","ortholog_one2one"
"ENSMODG00000011666","ACSBG1","ENSDNOG00000041441","ACSBG1","ortholog_one2one","ENSOCUG00000024977","ACSBG1","ortholog_one2one"
"ENSMODG00000011642","IDH3A","ENSDNOG00000031162","IDH3A","ortholog_one2one","ENSOCUG00000015765","IDH3A","ortholog_one2one"
"ENSMODG00000011624","CIB2","ENSDNOG00000047821","CIB2","ortholog_one2one","ENSOCUG00000016763","CIB2","ortholog_one2one"
"ENSMODG00000006517","BSG","ENSDNOG00000045522","BSG","ortholog_one2one","ENSOCUG00000026072","BSG","ortholog_one2one"
"ENSMODG00000006549","CDC34","ENSDNOG00000014695","CDC34","ortholog_one2one","ENSOCUG00000022563","CDC34","ortholog_one2one"
"ENSMODG00000011556","TBC1D2B","ENSDNOG00000006738","TBC1D2B","ortholog_one2one","ENSOCUG00000006503","TBC1D2B","ortholog_one2one"
"ENSMODG00000002571","BEST4","ENSDNOG00000009869","BEST4","ortholog_one2one","ENSOCUG00000012480","BEST4","ortholog_one2one"
"ENSMODG00000006560","TPGS1","ENSDNOG00000034520","TPGS1","ortholog_one2one","ENSOCUG00000026774","TPGS1","ortholog_one2one"
"ENSMODG00000011540","ADAMTS7","ENSDNOG00000035229","ADAMTS7","ortholog_one2one","ENSOCUG00000026922","ADAMTS7","ortholog_one2one"
"ENSMODG00000011193","","ENSDNOG00000045667","","ortholog_one2one","ENSOCUG00000022104","","ortholog_one2one"
"ENSMODG00000006643","MIER2","ENSDNOG00000032437","MIER2","ortholog_one2one","ENSOCUG00000024364","MIER2","ortholog_one2one"
"ENSMODG00000006556","PPAP2C","ENSDNOG00000032299","PPAP2C","ortholog_one2one","ENSOCUG00000025039","PPAP2C","ortholog_one2one"
"ENSMODG00000002628","C1orf228","ENSDNOG00000017726","C1orf228","ortholog_one2one","ENSOCUG00000016833","C1orf228","ortholog_one2one"
"ENSMODG00000003486","ZAP70","ENSDNOG00000038725","ZAP70","ortholog_one2one","ENSOCUG00000005819","ZAP70","ortholog_one2one"
"ENSMODG00000003530","ADAMTS10","ENSDNOG00000000872","ADAMTS10","ortholog_one2one","ENSOCUG00000026658","ADAMTS10","ortholog_one2one"
"ENSMODG00000002644","ERI3","ENSDNOG00000017168","ERI3","ortholog_one2one","ENSOCUG00000008584","ERI3","ortholog_one2one"
"ENSMODG00000002705","DMAP1","ENSDNOG00000017165","DMAP1","ortholog_one2one","ENSOCUG00000003630","DMAP1","ortholog_one2one"
"ENSMODG00000029153","SNCG","ENSDNOG00000031102","SNCG","ortholog_one2one","ENSOCUG00000013292","SNCG","ortholog_one2one"
"ENSMODG00000011163","MMRN2","ENSDNOG00000041147","MMRN2","ortholog_one2one","ENSOCUG00000016936","MMRN2","ortholog_one2one"
"ENSMODG00000011158","BMPR1A","ENSDNOG00000016718","BMPR1A","ortholog_one2one","ENSOCUG00000016925","BMPR1A","ortholog_one2one"
"ENSMODG00000003619","ZNF414","ENSDNOG00000025224","ZNF414","ortholog_one2one","ENSOCUG00000027412","ZNF414","ortholog_one2one"
"ENSMODG00000002931","SLC6A9","ENSDNOG00000037887","SLC6A9","ortholog_one2one","ENSOCUG00000023733","SLC6A9","ortholog_one2one"
"ENSMODG00000011146","LDB3","ENSDNOG00000000562","LDB3","ortholog_one2one","ENSOCUG00000012693","LDB3","ortholog_one2one"
"ENSMODG00000011114","OPN4","ENSDNOG00000048882","OPN4","ortholog_one2one","ENSOCUG00000017574","OPN4","ortholog_one2one"
"ENSMODG00000011102","WAPAL","ENSDNOG00000025433","WAPAL","ortholog_one2one","ENSOCUG00000016503","WAPAL","ortholog_one2one"
"ENSMODG00000028223","","ENSDNOG00000047359","","ortholog_one2one","ENSOCUG00000026929","","ortholog_one2one"
"ENSMODG00000011030","GRID1","ENSDNOG00000042469","GRID1","ortholog_one2one","ENSOCUG00000012865","GRID1","ortholog_one2one"
"ENSMODG00000003824","MARCH2","ENSDNOG00000035885","MARCH2","ortholog_one2one","ENSOCUG00000008321","MARCH2","ortholog_one2one"
"ENSMODG00000025317","CCDC24","ENSDNOG00000001157","CCDC24","ortholog_one2one","ENSOCUG00000025301","CCDC24","ortholog_one2one"
"ENSMODG00000010952","CCSER2","ENSDNOG00000023669","CCSER2","ortholog_one2one","ENSOCUG00000023493","CCSER2","ortholog_one2one"
"ENSMODG00000002949","B4GALT2","ENSDNOG00000001154","B4GALT2","ortholog_one2one","ENSOCUG00000005897","B4GALT2","ortholog_one2one"
"ENSMODG00000003881","KANK3","ENSDNOG00000011656","KANK3","ortholog_one2one","ENSOCUG00000009525","KANK3","ortholog_one2one"
"ENSMODG00000002974","ATP6V0B","ENSDNOG00000047155","ATP6V0B","ortholog_one2one","ENSOCUG00000005895","ATP6V0B","ortholog_one2one"
"ENSMODG00000010910","","ENSDNOG00000009576","","ortholog_one2one","ENSOCUG00000022799","","ortholog_one2one"
"ENSMODG00000010862","ZFAND4","ENSDNOG00000039394","ZFAND4","ortholog_one2one","ENSOCUG00000027810","ZFAND4","ortholog_one2one"
"ENSMODG00000003895","","ENSDNOG00000033615","","ortholog_one2one","ENSOCUG00000009522","","ortholog_one2one"
"ENSMODG00000010754","MARCH8","ENSDNOG00000005538","MARCH8","ortholog_one2one","ENSOCUG00000005434","MARCH8","ortholog_one2one"
"ENSMODG00000002987","DPH2","ENSDNOG00000036279","DPH2","ortholog_one2one","ENSOCUG00000005890","DPH2","ortholog_one2one"
"ENSMODG00000010770","ALOX5","ENSDNOG00000019443","ALOX5","ortholog_one2one","ENSOCUG00000005428","ALOX5","ortholog_one2one"
"ENSMODG00000003017","IPO13","ENSDNOG00000016583","IPO13","ortholog_one2one","ENSOCUG00000005881","IPO13","ortholog_one2one"
"ENSMODG00000010751","CRTC3","ENSDNOG00000044851","CRTC3","ortholog_one2one","ENSOCUG00000014304","CRTC3","ortholog_one2one"
"ENSMODG00000028042","ARTN","ENSDNOG00000041960","ARTN","ortholog_one2one","ENSOCUG00000022551","ARTN","ortholog_one2one"
"ENSMODG00000010739","IQGAP1","ENSDNOG00000004068","IQGAP1","ortholog_one2one","ENSOCUG00000000146","IQGAP1","ortholog_one2one"
"ENSMODG00000003040","ST3GAL3","ENSDNOG00000034304","ST3GAL3","ortholog_one2one","ENSOCUG00000005870","ST3GAL3","ortholog_one2one"
"ENSMODG00000003080","CDC20","ENSDNOG00000019541","CDC20","ortholog_one2one","ENSOCUG00000011340","CDC20","ortholog_one2one"
"ENSMODG00000010668","ERLIN1","ENSDNOG00000031616","ERLIN1","ortholog_one2one","ENSOCUG00000026715","ERLIN1","ortholog_one2one"
"ENSMODG00000011306","","ENSDNOG00000023773","HBB","ortholog_one2one","ENSOCUG00000000568","HBB1","ortholog_one2one"
"ENSMODG00000010644","WNT8B","ENSDNOG00000004552","WNT8B","ortholog_one2one","ENSOCUG00000000986","WNT8B","ortholog_one2one"
"ENSMODG00000005011","FBN3","ENSDNOG00000015778","FBN2","ortholog_one2one","ENSOCUG00000011511","FBN3","ortholog_one2one"
"ENSMODG00000010614","PKD2L1","ENSDNOG00000016768","PKD2L1","ortholog_one2one","ENSOCUG00000013146","PKD2L1","ortholog_one2one"
"ENSMODG00000010572","CWF19L1","ENSDNOG00000036842","CWF19L1","ortholog_one2one","ENSOCUG00000013130","CWF19L1","ortholog_one2one"
"ENSMODG00000028064","CCL25","ENSDNOG00000013384","CCL25","ortholog_one2one","ENSOCUG00000025780","CCL25","ortholog_one2one"
"ENSMODG00000010543","CHUK","ENSDNOG00000014663","CHUK","ortholog_one2one","ENSOCUG00000013114","CHUK","ortholog_one2one"
"ENSMODG00000005041","ELAVL1","ENSDNOG00000008797","ELAVL1","ortholog_one2one","ENSOCUG00000015871","ELAVL1","ortholog_one2one"
"ENSMODG00000005061","TIMM44","ENSDNOG00000041219","TIMM44","ortholog_one2one","ENSOCUG00000023159","TIMM44","ortholog_one2one"
"ENSMODG00000011289","SZT2","ENSDNOG00000045613","SZT2","ortholog_one2one","ENSOCUG00000016720","SZT2","ortholog_one2one"
"ENSMODG00000005069","SNAPC2","ENSDNOG00000036458","SNAPC2","ortholog_one2one","ENSOCUG00000027536","SNAPC2","ortholog_one2one"
"ENSMODG00000010481","ECHS1","ENSDNOG00000015897","ECHS1","ortholog_one2one","ENSOCUG00000000473","ECHS1","ortholog_one2one"
"ENSMODG00000010464","PAOX","ENSDNOG00000044445","PAOX","ortholog_one2one","ENSOCUG00000000479","PAOX","ortholog_one2one"
