"mdom_ensembl_gid","mdom_feature_length"
"ENSMODG00000014156",4383
"ENSMODG00000014157",2794
"ENSMODG00000014158",2731
"ENSMODG00000014159",1495
"ENSMODG00000014160",1412
"ENSMODG00000014161",5652
"ENSMODG00000014162",2463
"ENSMODG00000014163",3556
"ENSMODG00000014164",1038
"ENSMODG00000014165",4386
"ENSMODG00000014166",676.5
"ENSMODG00000014167",6043
"ENSMODG00000014168",492
"ENSMODG00000014169",2332
"ENSMODG00000014171",1914
"ENSMODG00000014172",385
"ENSMODG00000014173",1416
"ENSMODG00000014175",741
"ENSMODG00000014177",2821
"ENSMODG00000014178",258
"ENSMODG00000014179",786
"ENSMODG00000014180",6317.5
"ENSMODG00000014181",2264
"ENSMODG00000014182",2756
"ENSMODG00000014183",636
"ENSMODG00000014184",1389
"ENSMODG00000014185",2325
"ENSMODG00000014186",2360
"ENSMODG00000014187",3465
"ENSMODG00000014188",897
"ENSMODG00000014189",282
"ENSMODG00000014191",405
"ENSMODG00000014192",1908
"ENSMODG00000014194",3996
"ENSMODG00000014196",3141
"ENSMODG00000014198",867
"ENSMODG00000014199",7365
"ENSMODG00000014200",1837
"ENSMODG00000014201",3620
"ENSMODG00000014202",1917
"ENSMODG00000014204",4150
"ENSMODG00000014205",5697
"ENSMODG00000014207",3852
"ENSMODG00000014208",3125
"ENSMODG00000014209",946
"ENSMODG00000014210",458
"ENSMODG00000014211",3077
"ENSMODG00000014213",1467
"ENSMODG00000014214",6100
"ENSMODG00000014216",3142
"ENSMODG00000014217",1269
"ENSMODG00000014218",891
"ENSMODG00000014219",606
"ENSMODG00000014223",576
"ENSMODG00000014224",3026
"ENSMODG00000014227",598.5
"ENSMODG00000014228",2731
"ENSMODG00000014230",1087
"ENSMODG00000014231",3999
"ENSMODG00000014232",777
"ENSMODG00000014233",804
"ENSMODG00000014234",1395
"ENSMODG00000014235",507
"ENSMODG00000014236",3706
"ENSMODG00000014237",1298
"ENSMODG00000014238",444
"ENSMODG00000014239",1476
"ENSMODG00000014241",2534
"ENSMODG00000014242",1617
"ENSMODG00000014243",4801
"ENSMODG00000014244",894
"ENSMODG00000014246",4812
"ENSMODG00000014247",1099
"ENSMODG00000014248",2026
"ENSMODG00000014249",2857
"ENSMODG00000014251",4497
"ENSMODG00000014252",1107
"ENSMODG00000014253",1218
"ENSMODG00000014254",3007
"ENSMODG00000014256",1290
"ENSMODG00000014258",3693
"ENSMODG00000014260",1020
"ENSMODG00000014261",1523.5
"ENSMODG00000014262",822
"ENSMODG00000014263",459
"ENSMODG00000014265",1148
"ENSMODG00000014267",2295
"ENSMODG00000014269",1020
"ENSMODG00000014270",3636
"ENSMODG00000014272",357
"ENSMODG00000014273",5675
"ENSMODG00000014274",354
"ENSMODG00000014275",1377
"ENSMODG00000014277",3424.5
"ENSMODG00000014278",354
"ENSMODG00000014279",1032
"ENSMODG00000014280",1261
"ENSMODG00000014282",932
"ENSMODG00000014283",2415
"ENSMODG00000014284",327
"ENSMODG00000014285",3965
"ENSMODG00000014286",6382
"ENSMODG00000014290",6781
"ENSMODG00000014291",4863
"ENSMODG00000014292",1614
"ENSMODG00000014293",7692
"ENSMODG00000014294",4079
"ENSMODG00000014295",3685
"ENSMODG00000014296",2616
"ENSMODG00000014298",3291
"ENSMODG00000014300",3156
"ENSMODG00000014301",1739
"ENSMODG00000014302",2317
"ENSMODG00000014304",4239
"ENSMODG00000014305",4961
"ENSMODG00000014306",4775
"ENSMODG00000014307",2720
"ENSMODG00000014308",2334
"ENSMODG00000014310",1097
"ENSMODG00000014312",495
"ENSMODG00000014313",1621
"ENSMODG00000014314",6513
"ENSMODG00000014316",319
"ENSMODG00000014317",3301
"ENSMODG00000014318",6826
"ENSMODG00000014319",2247
"ENSMODG00000014320",3781
"ENSMODG00000014321",2721
"ENSMODG00000014322",708
"ENSMODG00000014323",5733
"ENSMODG00000014324",474
"ENSMODG00000014325",1626
"ENSMODG00000014328",942
"ENSMODG00000014329",1823
"ENSMODG00000014330",780
"ENSMODG00000014331",4223
"ENSMODG00000014332",825
"ENSMODG00000014333",6756
"ENSMODG00000014334",1263
"ENSMODG00000014335",1749
"ENSMODG00000014336",1134
"ENSMODG00000014337",1770
"ENSMODG00000014339",1286.5
"ENSMODG00000014340",1911
"ENSMODG00000014342",1637
"ENSMODG00000014344",834
"ENSMODG00000014345",3953
"ENSMODG00000014346",1995
"ENSMODG00000014348",5330
"ENSMODG00000014349",4091
"ENSMODG00000014350",1441
"ENSMODG00000014351",1118
"ENSMODG00000014352",4591
"ENSMODG00000014353",1860
"ENSMODG00000014355",690
"ENSMODG00000014356",4753
"ENSMODG00000014357",3878
"ENSMODG00000014358",397
"ENSMODG00000014359",693
"ENSMODG00000014360",3391
"ENSMODG00000014361",978
"ENSMODG00000014362",2927
"ENSMODG00000014363",3668
"ENSMODG00000014364",4304
"ENSMODG00000014365",948
"ENSMODG00000014366",1720
"ENSMODG00000014368",4416
"ENSMODG00000014369",2996
"ENSMODG00000014370",2649
"ENSMODG00000014371",1649
"ENSMODG00000014372",5618
"ENSMODG00000014373",1947
"ENSMODG00000014377",5616
"ENSMODG00000014378",3387
"ENSMODG00000014379",1929
"ENSMODG00000014380",7460
"ENSMODG00000014381",1707
"ENSMODG00000014382",2744
"ENSMODG00000014383",941
"ENSMODG00000014384",8477
"ENSMODG00000014387",2370
"ENSMODG00000014388",471
"ENSMODG00000014390",259
"ENSMODG00000014391",1644
"ENSMODG00000014392",2358
"ENSMODG00000014393",890
"ENSMODG00000014394",3582
"ENSMODG00000014396",1513
"ENSMODG00000014397",4749
"ENSMODG00000014398",4992
"ENSMODG00000014399",5277
"ENSMODG00000014400",4953
"ENSMODG00000014401",1420
"ENSMODG00000014404",342
"ENSMODG00000014405",636
"ENSMODG00000014406",2572
"ENSMODG00000014408",1083
"ENSMODG00000014409",396
"ENSMODG00000014410",1937
"ENSMODG00000014411",3008
"ENSMODG00000014412",1939
"ENSMODG00000014414",2562
"ENSMODG00000014415",5658
"ENSMODG00000014416",2290
"ENSMODG00000014417",2121
"ENSMODG00000014418",1249
"ENSMODG00000014419",1260
"ENSMODG00000014420",3858
"ENSMODG00000014421",3264
"ENSMODG00000014422",2242
"ENSMODG00000014423",666
"ENSMODG00000014424",1452.5
"ENSMODG00000014425",2341
"ENSMODG00000014427",3187
"ENSMODG00000014431",5588
"ENSMODG00000014433",1904
"ENSMODG00000014435",7677
"ENSMODG00000014436",2190
"ENSMODG00000014437",6913
"ENSMODG00000014440",1460
"ENSMODG00000014441",3305.5
"ENSMODG00000014442",7109
"ENSMODG00000014444",1161
"ENSMODG00000014445",6972
"ENSMODG00000014448",557
"ENSMODG00000014449",5038
"ENSMODG00000014450",1942
"ENSMODG00000014453",526
"ENSMODG00000014456",4565
"ENSMODG00000014457",1185
"ENSMODG00000014458",510
"ENSMODG00000014459",1939
"ENSMODG00000014461",2137
"ENSMODG00000014463",2268
"ENSMODG00000014467",882
"ENSMODG00000014468",2901
"ENSMODG00000014469",939
"ENSMODG00000014470",3875
"ENSMODG00000014471",4588
"ENSMODG00000014473",1378.5
"ENSMODG00000014474",2984
"ENSMODG00000014475",4027.5
"ENSMODG00000014476",1107
"ENSMODG00000014477",3063
"ENSMODG00000014478",2302.5
"ENSMODG00000014479",4729
"ENSMODG00000014481",2275
"ENSMODG00000014482",879
"ENSMODG00000014483",2450
"ENSMODG00000014484",540
"ENSMODG00000014485",2527
"ENSMODG00000014486",1068
"ENSMODG00000014487",3756
"ENSMODG00000014488",718
"ENSMODG00000014489",2990
"ENSMODG00000014490",903
"ENSMODG00000014491",858
"ENSMODG00000014492",4173
"ENSMODG00000014493",4246
"ENSMODG00000014494",1445
"ENSMODG00000014495",597
"ENSMODG00000014496",1265
"ENSMODG00000014497",993
"ENSMODG00000014498",931
"ENSMODG00000014499",2632
"ENSMODG00000014500",2778
"ENSMODG00000014503",3982
"ENSMODG00000014504",1383
"ENSMODG00000014505",568
"ENSMODG00000014506",1412
"ENSMODG00000014507",222
"ENSMODG00000014508",2274
"ENSMODG00000014510",1508
"ENSMODG00000014511",834
"ENSMODG00000014514",1677
"ENSMODG00000014515",6801
"ENSMODG00000014516",4026
"ENSMODG00000014517",3154.5
"ENSMODG00000014518",2952
"ENSMODG00000014519",2139
"ENSMODG00000014520",1242
"ENSMODG00000014521",7782
"ENSMODG00000014523",651
"ENSMODG00000014524",7052
"ENSMODG00000014525",4376
"ENSMODG00000014526",2790
"ENSMODG00000014527",951
"ENSMODG00000014528",204
"ENSMODG00000014529",2176
"ENSMODG00000014530",1256
"ENSMODG00000014531",954
"ENSMODG00000014532",2002
"ENSMODG00000014536",1929
"ENSMODG00000014538",1370
"ENSMODG00000014539",2471
"ENSMODG00000014540",9750
"ENSMODG00000014543",783
"ENSMODG00000014544",4007
"ENSMODG00000014545",846
"ENSMODG00000014548",1750
"ENSMODG00000014549",1907
"ENSMODG00000014551",581
"ENSMODG00000014554",2433
"ENSMODG00000014555",3534
"ENSMODG00000014556",711
"ENSMODG00000014557",5488
"ENSMODG00000014558",7730
"ENSMODG00000014561",1444
"ENSMODG00000014564",1365
"ENSMODG00000014565",1041
"ENSMODG00000014566",1734
"ENSMODG00000014568",597
"ENSMODG00000014569",2495
"ENSMODG00000014571",1482
"ENSMODG00000014573",2859
"ENSMODG00000014575",1362
"ENSMODG00000014576",582
"ENSMODG00000014577",1124
"ENSMODG00000014578",6623
"ENSMODG00000014579",1263
"ENSMODG00000014580",299
"ENSMODG00000014581",2842
"ENSMODG00000014582",3252
"ENSMODG00000014583",4880
"ENSMODG00000014584",1179
"ENSMODG00000014585",994
"ENSMODG00000014586",1737
"ENSMODG00000014587",2239
"ENSMODG00000014588",1169
"ENSMODG00000014589",8045
"ENSMODG00000014590",1395
"ENSMODG00000014591",2684
"ENSMODG00000014592",641
"ENSMODG00000014594",5154
"ENSMODG00000014595",4019
"ENSMODG00000014596",345
"ENSMODG00000014597",10529
"ENSMODG00000014598",2843
"ENSMODG00000014600",3464
"ENSMODG00000014601",4262
"ENSMODG00000014602",560
"ENSMODG00000014603",4345
"ENSMODG00000014604",2649
"ENSMODG00000014605",4463
"ENSMODG00000014607",2843
"ENSMODG00000014608",1931
"ENSMODG00000014610",2050
"ENSMODG00000014611",6467
"ENSMODG00000014612",1590
"ENSMODG00000014614",2094
"ENSMODG00000014615",1314
"ENSMODG00000014616",1233
"ENSMODG00000014618",405
"ENSMODG00000014619",754.5
"ENSMODG00000014620",2185
"ENSMODG00000014622",2236
"ENSMODG00000014624",1099.5
"ENSMODG00000014625",1596
"ENSMODG00000014626",1665
"ENSMODG00000014627",1413
"ENSMODG00000014628",1891
"ENSMODG00000014629",3270
"ENSMODG00000014630",2686
"ENSMODG00000014631",1627
"ENSMODG00000014632",3133
"ENSMODG00000014633",234
"ENSMODG00000014635",2208
"ENSMODG00000014636",738
"ENSMODG00000014637",6854
"ENSMODG00000014639",9889
"ENSMODG00000014640",1086
"ENSMODG00000014642",1434
"ENSMODG00000014643",1950
"ENSMODG00000014644",4530
"ENSMODG00000014645",5039
"ENSMODG00000014646",4037
"ENSMODG00000014647",1549
"ENSMODG00000014648",6032
"ENSMODG00000014649",7283
"ENSMODG00000014650",2140
"ENSMODG00000014651",1456
"ENSMODG00000014652",1110
"ENSMODG00000014653",1284
"ENSMODG00000014654",936
"ENSMODG00000014656",303
"ENSMODG00000014657",2992
"ENSMODG00000014658",2938.5
"ENSMODG00000014659",2123
"ENSMODG00000014660",9380
"ENSMODG00000014661",2724
"ENSMODG00000014663",2157
"ENSMODG00000014664",3564
"ENSMODG00000014666",4153.5
"ENSMODG00000014667",2524
"ENSMODG00000014668",1092
"ENSMODG00000014669",2652
"ENSMODG00000014670",654
"ENSMODG00000014671",1443
"ENSMODG00000014672",1735
"ENSMODG00000014674",1839
"ENSMODG00000014675",3585
"ENSMODG00000014676",2586
"ENSMODG00000014677",4765
"ENSMODG00000014679",789
"ENSMODG00000014680",3427
"ENSMODG00000014681",2764
"ENSMODG00000014682",2341
"ENSMODG00000014683",8460
"ENSMODG00000014684",3975
"ENSMODG00000014685",7104
"ENSMODG00000014686",792
"ENSMODG00000014687",848
"ENSMODG00000014688",810
"ENSMODG00000014689",6242
"ENSMODG00000014690",3023.5
"ENSMODG00000014691",771
"ENSMODG00000014692",1425
"ENSMODG00000014693",4626
"ENSMODG00000014695",2034
"ENSMODG00000014697",3606
"ENSMODG00000014700",5127
"ENSMODG00000014701",3527
"ENSMODG00000014702",4151
"ENSMODG00000014703",3242
"ENSMODG00000014705",5098
"ENSMODG00000014706",4441
"ENSMODG00000014707",6015
"ENSMODG00000014708",1187
"ENSMODG00000014710",2577.5
"ENSMODG00000014711",1038
"ENSMODG00000014712",6690
"ENSMODG00000014713",2591
"ENSMODG00000014714",1488
"ENSMODG00000014715",750
"ENSMODG00000014716",1900
"ENSMODG00000014717",1588.5
"ENSMODG00000014719",813
"ENSMODG00000014720",783
"ENSMODG00000014721",2429
"ENSMODG00000014722",1524
"ENSMODG00000014723",5360
"ENSMODG00000014724",1710
"ENSMODG00000014725",2139
"ENSMODG00000014726",4548.5
"ENSMODG00000014727",5868
"ENSMODG00000014728",3018
"ENSMODG00000014729",2195
"ENSMODG00000014730",2503.5
"ENSMODG00000014731",2218
"ENSMODG00000014734",6902
"ENSMODG00000014735",4489
"ENSMODG00000014736",6549
"ENSMODG00000014737",1767
"ENSMODG00000014738",5134
"ENSMODG00000014739",4251
"ENSMODG00000014740",1568
"ENSMODG00000014741",1513
"ENSMODG00000014742",1872
"ENSMODG00000014743",2481
"ENSMODG00000014744",2157
"ENSMODG00000014746",2514
"ENSMODG00000014747",3735
"ENSMODG00000014748",1784
"ENSMODG00000014749",2298
"ENSMODG00000014750",4856
"ENSMODG00000014752",2147
"ENSMODG00000014753",3837
"ENSMODG00000014754",1938
"ENSMODG00000014755",2323
"ENSMODG00000014756",3270
"ENSMODG00000014758",4579
"ENSMODG00000014760",1727
"ENSMODG00000014761",2366
"ENSMODG00000014762",1212
"ENSMODG00000014763",3564
"ENSMODG00000014765",7035
"ENSMODG00000014766",1477
"ENSMODG00000014767",1440
"ENSMODG00000014769",936
"ENSMODG00000014770",844
"ENSMODG00000014772",1332
"ENSMODG00000014773",293
"ENSMODG00000014774",1263
"ENSMODG00000014776",2016
"ENSMODG00000014778",1891
"ENSMODG00000014779",1540
"ENSMODG00000014781",876
"ENSMODG00000014782",2623
"ENSMODG00000014783",1533
"ENSMODG00000014784",5112
"ENSMODG00000014786",4737
"ENSMODG00000014788",2563
"ENSMODG00000014789",3028
"ENSMODG00000014790",1139
"ENSMODG00000014792",818
"ENSMODG00000014793",1243
"ENSMODG00000014794",972
"ENSMODG00000014795",4294
"ENSMODG00000014796",3739
"ENSMODG00000014797",1716
"ENSMODG00000014798",387
"ENSMODG00000014799",5138
"ENSMODG00000014802",1608
"ENSMODG00000014803",1521
"ENSMODG00000014804",984
"ENSMODG00000014805",1444
"ENSMODG00000014806",5143
"ENSMODG00000014807",2415
"ENSMODG00000014808",1421
"ENSMODG00000014809",813
"ENSMODG00000014810",1826
"ENSMODG00000014811",4648
"ENSMODG00000014812",2756
"ENSMODG00000014813",1995
"ENSMODG00000014814",5758
"ENSMODG00000014816",5650
"ENSMODG00000014817",1476
"ENSMODG00000014818",6474
"ENSMODG00000014819",699
"ENSMODG00000014821",945
"ENSMODG00000014822",978
"ENSMODG00000014823",6893
"ENSMODG00000014824",948
"ENSMODG00000014825",957
"ENSMODG00000014826",3435
"ENSMODG00000014827",4920
"ENSMODG00000014828",951
"ENSMODG00000014829",1575
"ENSMODG00000014830",978
"ENSMODG00000014831",1008
"ENSMODG00000014833",2355
"ENSMODG00000014836",2556
"ENSMODG00000014839",1092
"ENSMODG00000014840",5350
"ENSMODG00000014843",2379
"ENSMODG00000014844",3744
"ENSMODG00000014847",1442
"ENSMODG00000014848",10190
"ENSMODG00000014850",3723
"ENSMODG00000014851",4355
"ENSMODG00000014852",1176
"ENSMODG00000014854",645
"ENSMODG00000014855",5147
"ENSMODG00000014856",1433
"ENSMODG00000014859",1167
"ENSMODG00000014860",5312
"ENSMODG00000014862",423
"ENSMODG00000014863",4375
"ENSMODG00000014864",6153
"ENSMODG00000014867",646
"ENSMODG00000014869",4384
"ENSMODG00000014871",2199
"ENSMODG00000014872",445
"ENSMODG00000014873",3408
"ENSMODG00000014874",2007
"ENSMODG00000014875",479
"ENSMODG00000014876",543
"ENSMODG00000014879",1225
"ENSMODG00000014880",615
"ENSMODG00000014881",1269
"ENSMODG00000014882",747
"ENSMODG00000014883",4547
"ENSMODG00000014885",3207
"ENSMODG00000014886",543
"ENSMODG00000014887",1011
"ENSMODG00000014888",2036
"ENSMODG00000014889",868
"ENSMODG00000014891",1910
"ENSMODG00000014892",6959
"ENSMODG00000014893",6147
"ENSMODG00000014894",1243
"ENSMODG00000014898",2631
"ENSMODG00000014899",2866
"ENSMODG00000014900",3586
"ENSMODG00000014901",3981
"ENSMODG00000014903",1510
"ENSMODG00000014904",619
"ENSMODG00000014906",8032
"ENSMODG00000014907",918
"ENSMODG00000014908",1377
"ENSMODG00000014909",918
"ENSMODG00000014910",903
"ENSMODG00000014911",1041
"ENSMODG00000014912",1047
"ENSMODG00000014913",6717
"ENSMODG00000014917",3025
"ENSMODG00000014918",4346
"ENSMODG00000014919",8236
"ENSMODG00000014920",4022
"ENSMODG00000014922",3097
"ENSMODG00000014923",657
"ENSMODG00000014924",1410
"ENSMODG00000014926",2300
"ENSMODG00000014928",1209
"ENSMODG00000014929",2213
"ENSMODG00000014930",1828
"ENSMODG00000014931",412
"ENSMODG00000014932",1416
"ENSMODG00000014933",3740
"ENSMODG00000014934",288
"ENSMODG00000014935",771
"ENSMODG00000014936",12303
"ENSMODG00000014937",345
"ENSMODG00000014938",3788
"ENSMODG00000014939",1612
"ENSMODG00000014940",2750
"ENSMODG00000014941",1653
"ENSMODG00000014942",5222
"ENSMODG00000014943",1599
"ENSMODG00000014944",3050
"ENSMODG00000014945",3808
"ENSMODG00000014946",1755
"ENSMODG00000014947",958
"ENSMODG00000014949",807
"ENSMODG00000014950",1440
"ENSMODG00000014951",4296
"ENSMODG00000014952",3060
"ENSMODG00000014954",6802
"ENSMODG00000014955",3052
"ENSMODG00000014956",1374
"ENSMODG00000014957",6735
"ENSMODG00000014958",2172
"ENSMODG00000014960",1285
"ENSMODG00000014961",2400
"ENSMODG00000014962",4523
"ENSMODG00000014963",3674
"ENSMODG00000014964",2677
"ENSMODG00000014965",3904.5
"ENSMODG00000014967",1877
"ENSMODG00000014968",1413
"ENSMODG00000014969",6420
"ENSMODG00000014970",2081
"ENSMODG00000014971",1403
"ENSMODG00000014974",540
"ENSMODG00000014975",1269
"ENSMODG00000014976",6669
"ENSMODG00000014977",495
"ENSMODG00000014978",4625
"ENSMODG00000014979",5786
"ENSMODG00000014981",7030
"ENSMODG00000014982",1530
"ENSMODG00000014983",2049
"ENSMODG00000014984",4847
"ENSMODG00000014985",1173
"ENSMODG00000014986",10508
"ENSMODG00000014987",1083
"ENSMODG00000014989",2631
"ENSMODG00000014990",4109
"ENSMODG00000014991",759
"ENSMODG00000014992",4235
"ENSMODG00000014993",1729
"ENSMODG00000014994",1331
"ENSMODG00000014995",3563
"ENSMODG00000014998",2942
"ENSMODG00000014999",1866
"ENSMODG00000015000",1839
"ENSMODG00000015002",2923.5
"ENSMODG00000015003",4371
"ENSMODG00000015005",357
"ENSMODG00000015006",5060
"ENSMODG00000015007",474
"ENSMODG00000015009",4628
"ENSMODG00000015010",513
"ENSMODG00000015011",1332
"ENSMODG00000015012",5127
"ENSMODG00000015016",888
"ENSMODG00000015017",4623
"ENSMODG00000015018",738
"ENSMODG00000015019",1753
"ENSMODG00000015021",1114
"ENSMODG00000015022",2725
"ENSMODG00000015024",1908
"ENSMODG00000015025",2748
"ENSMODG00000015026",1437
"ENSMODG00000015027",1287
"ENSMODG00000015028",2832
"ENSMODG00000015029",2294
"ENSMODG00000015030",7812
"ENSMODG00000015032",1362
"ENSMODG00000015033",3651
"ENSMODG00000015034",4565
"ENSMODG00000015035",5215
"ENSMODG00000015036",8562
"ENSMODG00000015037",1048
"ENSMODG00000015038",4363
"ENSMODG00000015039",4099
"ENSMODG00000015040",3034
"ENSMODG00000015041",3379
"ENSMODG00000015042",7812
"ENSMODG00000015043",7636
"ENSMODG00000015044",375
"ENSMODG00000015045",1443
"ENSMODG00000015046",1625
"ENSMODG00000015047",198
"ENSMODG00000015048",9834
"ENSMODG00000015049",3056.5
"ENSMODG00000015050",2148
"ENSMODG00000015051",3813
"ENSMODG00000015052",3760
"ENSMODG00000015053",2890
"ENSMODG00000015054",4297
"ENSMODG00000015055",297
"ENSMODG00000015056",1787
"ENSMODG00000015057",1604
"ENSMODG00000015058",5331
"ENSMODG00000015060",5493
"ENSMODG00000015061",4819
"ENSMODG00000015062",791
"ENSMODG00000015063",975
"ENSMODG00000015064",5854
"ENSMODG00000015065",4513
"ENSMODG00000015066",9280
"ENSMODG00000015068",3599
"ENSMODG00000015070",1287
"ENSMODG00000015071",1050
"ENSMODG00000015072",6672
"ENSMODG00000015073",3433
"ENSMODG00000015075",1817
"ENSMODG00000015076",1847.5
"ENSMODG00000015077",1365
"ENSMODG00000015078",1442
"ENSMODG00000015079",4593
"ENSMODG00000015080",1307
"ENSMODG00000015081",3209
"ENSMODG00000015082",309
"ENSMODG00000015084",1725
"ENSMODG00000015085",1437
"ENSMODG00000015086",2431
"ENSMODG00000015088",3456
"ENSMODG00000015090",391
"ENSMODG00000015091",1683
"ENSMODG00000015093",3333
"ENSMODG00000015094",3657
"ENSMODG00000015095",5228
"ENSMODG00000015096",4006
"ENSMODG00000015097",2002
"ENSMODG00000015098",2158
"ENSMODG00000015099",5895
"ENSMODG00000015101",8525
"ENSMODG00000015103",1569
"ENSMODG00000015106",4761
"ENSMODG00000015109",2933
"ENSMODG00000015111",3230
"ENSMODG00000015112",1760
"ENSMODG00000015114",2746
"ENSMODG00000015116",729
"ENSMODG00000015117",4015
"ENSMODG00000015119",3117
"ENSMODG00000015121",1842
"ENSMODG00000015123",1265
"ENSMODG00000015125",1510
"ENSMODG00000015127",2340
"ENSMODG00000015128",2569
"ENSMODG00000015131",1344
"ENSMODG00000015132",858
"ENSMODG00000015135",1392
"ENSMODG00000015136",6298
"ENSMODG00000015137",4146
"ENSMODG00000015138",2645
"ENSMODG00000015139",6864
"ENSMODG00000015140",6307
"ENSMODG00000015141",2779
"ENSMODG00000015142",3331
"ENSMODG00000015149",3707
"ENSMODG00000015150",6730
"ENSMODG00000015151",5078
"ENSMODG00000015152",1587
"ENSMODG00000015153",4884
"ENSMODG00000015154",6066
"ENSMODG00000015155",4719
"ENSMODG00000015156",3211
"ENSMODG00000015157",3048
"ENSMODG00000015159",4845
"ENSMODG00000015160",765
"ENSMODG00000015162",3651
"ENSMODG00000015163",2911
"ENSMODG00000015164",1176
"ENSMODG00000015165",10050
"ENSMODG00000015166",5746
"ENSMODG00000015168",4569
"ENSMODG00000015169",4411
"ENSMODG00000015171",11790
"ENSMODG00000015173",1932
"ENSMODG00000015175",582
"ENSMODG00000015176",949
"ENSMODG00000015177",288
"ENSMODG00000015178",3190
"ENSMODG00000015179",1567
"ENSMODG00000015180",5834
"ENSMODG00000015181",3708
"ENSMODG00000015182",4120
"ENSMODG00000015183",5714
"ENSMODG00000015185",3106
"ENSMODG00000015186",2281
"ENSMODG00000015187",2585
"ENSMODG00000015188",3568
"ENSMODG00000015190",4218
"ENSMODG00000015192",5877
