"dnov_ensembl_gid","dnov_feature_length"
"ENSDNOG00000033877",107
"ENSDNOG00000033878",120
"ENSDNOG00000033879",1496
"ENSDNOG00000033880",137
"ENSDNOG00000033881",471
"ENSDNOG00000033882",131
"ENSDNOG00000033883",154
"ENSDNOG00000033884",94
"ENSDNOG00000033885",1254
"ENSDNOG00000033886",1905
"ENSDNOG00000033887",1545
"ENSDNOG00000033888",5394
"ENSDNOG00000033889",4851
"ENSDNOG00000033890",159
"ENSDNOG00000033891",677
"ENSDNOG00000033892",5112
"ENSDNOG00000033893",107
"ENSDNOG00000033894",1089
"ENSDNOG00000033895",109
"ENSDNOG00000033896",714
"ENSDNOG00000033897",205
"ENSDNOG00000033898",1722
"ENSDNOG00000033899",300
"ENSDNOG00000033900",921
"ENSDNOG00000033901",2314
"ENSDNOG00000033902",4378
"ENSDNOG00000033903",2279
"ENSDNOG00000033904",2798
"ENSDNOG00000033905",570
"ENSDNOG00000033906",429
"ENSDNOG00000033907",414
"ENSDNOG00000033908",1601.5
"ENSDNOG00000033909",1698
"ENSDNOG00000033910",939
"ENSDNOG00000033911",990
"ENSDNOG00000033912",552
"ENSDNOG00000033913",4357
"ENSDNOG00000033914",687
"ENSDNOG00000033915",1421
"ENSDNOG00000033916",729
"ENSDNOG00000033917",858
"ENSDNOG00000033918",107
"ENSDNOG00000033919",3672
"ENSDNOG00000033920",3284
"ENSDNOG00000033921",1413
"ENSDNOG00000033922",1944
"ENSDNOG00000033923",870
"ENSDNOG00000033924",819
"ENSDNOG00000033925",984
"ENSDNOG00000033926",2751
"ENSDNOG00000033927",981
"ENSDNOG00000033928",109
"ENSDNOG00000033929",858
"ENSDNOG00000033930",161
"ENSDNOG00000033931",1956
"ENSDNOG00000033932",1283
"ENSDNOG00000033933",258
"ENSDNOG00000033934",219
"ENSDNOG00000033935",630
"ENSDNOG00000033936",7924
"ENSDNOG00000033937",3863
"ENSDNOG00000033938",163
"ENSDNOG00000033939",270
"ENSDNOG00000033940",1434
"ENSDNOG00000033941",699
"ENSDNOG00000033942",651
"ENSDNOG00000033943",1416
"ENSDNOG00000033944",3087
"ENSDNOG00000033945",246
"ENSDNOG00000033946",9468
"ENSDNOG00000033947",104
"ENSDNOG00000033948",348
"ENSDNOG00000033949",107
"ENSDNOG00000033950",7669
"ENSDNOG00000033951",1227
"ENSDNOG00000033952",9296
"ENSDNOG00000033953",107
"ENSDNOG00000033954",3787
"ENSDNOG00000033955",132
"ENSDNOG00000033956",411
"ENSDNOG00000033957",246
"ENSDNOG00000033958",1989
"ENSDNOG00000033959",312
"ENSDNOG00000033960",1277
"ENSDNOG00000033961",1077
"ENSDNOG00000033962",107
"ENSDNOG00000033963",855
"ENSDNOG00000033964",1035
"ENSDNOG00000033965",5992
"ENSDNOG00000033966",1698
"ENSDNOG00000033967",162
"ENSDNOG00000033968",3508
"ENSDNOG00000033969",3224
"ENSDNOG00000033970",1353
"ENSDNOG00000033971",8360
"ENSDNOG00000033972",131
"ENSDNOG00000033973",1212
"ENSDNOG00000033974",942
"ENSDNOG00000033975",1413
"ENSDNOG00000033976",966
"ENSDNOG00000033977",5095
"ENSDNOG00000033978",174
"ENSDNOG00000033979",107
"ENSDNOG00000033980",62
"ENSDNOG00000033981",6903
"ENSDNOG00000033982",1437
"ENSDNOG00000033983",1422
"ENSDNOG00000033984",1926
"ENSDNOG00000033985",720
"ENSDNOG00000033986",62
"ENSDNOG00000033987",136
"ENSDNOG00000033988",49
"ENSDNOG00000033989",1440
"ENSDNOG00000033990",1976
"ENSDNOG00000033991",921
"ENSDNOG00000033992",4626
"ENSDNOG00000033993",473
"ENSDNOG00000033994",68
"ENSDNOG00000033995",2508
"ENSDNOG00000033996",1821
"ENSDNOG00000033997",105
"ENSDNOG00000033998",144
"ENSDNOG00000033999",892
"ENSDNOG00000034000",107
"ENSDNOG00000034001",3616
"ENSDNOG00000034002",5422
"ENSDNOG00000034003",2297
"ENSDNOG00000034004",119
"ENSDNOG00000034005",579
"ENSDNOG00000034006",510
"ENSDNOG00000034007",1979
"ENSDNOG00000034008",108
"ENSDNOG00000034009",1314
"ENSDNOG00000034010",5630
"ENSDNOG00000034011",447
"ENSDNOG00000034012",191
"ENSDNOG00000034013",402
"ENSDNOG00000034014",3269.5
"ENSDNOG00000034015",105
"ENSDNOG00000034016",756
"ENSDNOG00000034017",2687
"ENSDNOG00000034018",345
"ENSDNOG00000034019",140
"ENSDNOG00000034020",1839
"ENSDNOG00000034021",107
"ENSDNOG00000034022",645
"ENSDNOG00000034023",107
"ENSDNOG00000034024",140
"ENSDNOG00000034025",501
"ENSDNOG00000034026",131
"ENSDNOG00000034027",5099
"ENSDNOG00000034028",378
"ENSDNOG00000034029",2721
"ENSDNOG00000034030",6488
"ENSDNOG00000034031",399
"ENSDNOG00000034032",3788
"ENSDNOG00000034033",106
"ENSDNOG00000034034",3655
"ENSDNOG00000034035",181
"ENSDNOG00000034036",732
"ENSDNOG00000034037",107
"ENSDNOG00000034038",723
"ENSDNOG00000034039",211
"ENSDNOG00000034040",2127
"ENSDNOG00000034041",107
"ENSDNOG00000034042",3798
"ENSDNOG00000034043",360
"ENSDNOG00000034044",128
"ENSDNOG00000034045",2093.5
"ENSDNOG00000034046",945
"ENSDNOG00000034047",1305
"ENSDNOG00000034048",372
"ENSDNOG00000034049",1707
"ENSDNOG00000034050",687
"ENSDNOG00000034051",133
"ENSDNOG00000034052",107
"ENSDNOG00000034053",5899
"ENSDNOG00000034054",1731
"ENSDNOG00000034055",3743
"ENSDNOG00000034056",429
"ENSDNOG00000034057",2297
"ENSDNOG00000034058",2219
"ENSDNOG00000034059",1426
"ENSDNOG00000034060",915
"ENSDNOG00000034061",669
"ENSDNOG00000034062",822
"ENSDNOG00000034063",681
"ENSDNOG00000034064",2405
"ENSDNOG00000034065",4168
"ENSDNOG00000034066",540
"ENSDNOG00000034067",1362
"ENSDNOG00000034068",106
"ENSDNOG00000034069",300
"ENSDNOG00000034070",711
"ENSDNOG00000034071",948
"ENSDNOG00000034072",160
"ENSDNOG00000034073",942
"ENSDNOG00000034074",997.5
"ENSDNOG00000034075",2338
"ENSDNOG00000034076",153
"ENSDNOG00000034077",107
"ENSDNOG00000034078",957
"ENSDNOG00000034079",969
"ENSDNOG00000034080",966
"ENSDNOG00000034081",135
"ENSDNOG00000034082",1206
"ENSDNOG00000034083",741
"ENSDNOG00000034084",164
"ENSDNOG00000034085",1498.5
"ENSDNOG00000034086",142
"ENSDNOG00000034087",927
"ENSDNOG00000034088",900
"ENSDNOG00000034089",621
"ENSDNOG00000034090",1687
"ENSDNOG00000034091",493
"ENSDNOG00000034092",2737
"ENSDNOG00000034093",954
"ENSDNOG00000034094",4623
"ENSDNOG00000034095",2394
"ENSDNOG00000034096",276
"ENSDNOG00000034097",606
"ENSDNOG00000034098",1057
"ENSDNOG00000034099",300
"ENSDNOG00000034100",1599
"ENSDNOG00000034101",359
"ENSDNOG00000034102",1194
"ENSDNOG00000034103",63
"ENSDNOG00000034104",1137
"ENSDNOG00000034105",1926
"ENSDNOG00000034106",933
"ENSDNOG00000034107",696
"ENSDNOG00000034108",3668
"ENSDNOG00000034109",123
"ENSDNOG00000034110",107
"ENSDNOG00000034111",106
"ENSDNOG00000034112",2121
"ENSDNOG00000034113",2541
"ENSDNOG00000034114",107
"ENSDNOG00000034115",13787
"ENSDNOG00000034116",258
"ENSDNOG00000034117",161
"ENSDNOG00000034118",135
"ENSDNOG00000034119",5164
"ENSDNOG00000034120",2661
"ENSDNOG00000034121",153
"ENSDNOG00000034122",633
"ENSDNOG00000034123",2379
"ENSDNOG00000034124",4335
"ENSDNOG00000034125",2388
"ENSDNOG00000034126",98
"ENSDNOG00000034127",3789
"ENSDNOG00000034128",4851
"ENSDNOG00000034129",3605.5
"ENSDNOG00000034130",3439
"ENSDNOG00000034131",2196
"ENSDNOG00000034132",306
"ENSDNOG00000034133",1258
"ENSDNOG00000034134",936
"ENSDNOG00000034135",136
"ENSDNOG00000034136",13367
"ENSDNOG00000034137",600
"ENSDNOG00000034138",339
"ENSDNOG00000034139",1235
"ENSDNOG00000034140",1481
"ENSDNOG00000034141",1476
"ENSDNOG00000034142",106
"ENSDNOG00000034143",3302
"ENSDNOG00000034144",1854
"ENSDNOG00000034145",107
"ENSDNOG00000034146",107
"ENSDNOG00000034147",92
"ENSDNOG00000034148",3310
"ENSDNOG00000034149",1378
"ENSDNOG00000034150",2127
"ENSDNOG00000034151",3646
"ENSDNOG00000034152",960
"ENSDNOG00000034153",3965
"ENSDNOG00000034154",2337
"ENSDNOG00000034155",912
"ENSDNOG00000034156",453
"ENSDNOG00000034157",711
"ENSDNOG00000034158",1038
"ENSDNOG00000034159",606
"ENSDNOG00000034160",630
"ENSDNOG00000034161",2939
"ENSDNOG00000034162",107
"ENSDNOG00000034163",2732
"ENSDNOG00000034164",104
"ENSDNOG00000034165",7728
"ENSDNOG00000034166",5452
"ENSDNOG00000034167",378
"ENSDNOG00000034168",1920
"ENSDNOG00000034169",5491
"ENSDNOG00000034170",6183
"ENSDNOG00000034171",107
"ENSDNOG00000034172",423
"ENSDNOG00000034173",107
"ENSDNOG00000034174",3013
"ENSDNOG00000034175",462
"ENSDNOG00000034176",4904
"ENSDNOG00000034177",1962
"ENSDNOG00000034178",3724.5
"ENSDNOG00000034179",4240
"ENSDNOG00000034180",9235
"ENSDNOG00000034181",312
"ENSDNOG00000034182",969
"ENSDNOG00000034183",1323
"ENSDNOG00000034184",1320
"ENSDNOG00000034185",3803
"ENSDNOG00000034186",942
"ENSDNOG00000034187",106
"ENSDNOG00000034188",987
"ENSDNOG00000034189",1273
"ENSDNOG00000034190",948
"ENSDNOG00000034191",2123
"ENSDNOG00000034192",6028
"ENSDNOG00000034193",357
"ENSDNOG00000034194",106
"ENSDNOG00000034195",429
"ENSDNOG00000034196",3571.5
"ENSDNOG00000034197",3454
"ENSDNOG00000034198",1395
"ENSDNOG00000034199",3604
"ENSDNOG00000034200",2570
"ENSDNOG00000034201",2340
"ENSDNOG00000034202",722
"ENSDNOG00000034203",6397
"ENSDNOG00000034204",4575
"ENSDNOG00000034205",468
"ENSDNOG00000034206",4684
"ENSDNOG00000034207",104
"ENSDNOG00000034208",3218
"ENSDNOG00000034209",61
"ENSDNOG00000034210",942
"ENSDNOG00000034211",585
"ENSDNOG00000034212",2840
"ENSDNOG00000034213",135
"ENSDNOG00000034214",1875
"ENSDNOG00000034215",4731
"ENSDNOG00000034216",132
"ENSDNOG00000034217",119
"ENSDNOG00000034218",201
"ENSDNOG00000034219",205
"ENSDNOG00000034220",561
"ENSDNOG00000034221",6128
"ENSDNOG00000034222",1367
"ENSDNOG00000034223",625
"ENSDNOG00000034224",411
"ENSDNOG00000034225",957
"ENSDNOG00000034226",3368
"ENSDNOG00000034227",714
"ENSDNOG00000034228",2430
"ENSDNOG00000034229",121
"ENSDNOG00000034230",666
"ENSDNOG00000034231",378
"ENSDNOG00000034232",912
"ENSDNOG00000034233",687
"ENSDNOG00000034234",1164
"ENSDNOG00000034235",972
"ENSDNOG00000034236",5024
"ENSDNOG00000034237",107
"ENSDNOG00000034238",483
"ENSDNOG00000034239",131
"ENSDNOG00000034240",3137
"ENSDNOG00000034241",139
"ENSDNOG00000034242",2896
"ENSDNOG00000034243",3840
"ENSDNOG00000034244",3641
"ENSDNOG00000034245",136
"ENSDNOG00000034246",1298
"ENSDNOG00000034247",3931
"ENSDNOG00000034248",1091
"ENSDNOG00000034249",1053
"ENSDNOG00000034250",891
"ENSDNOG00000034251",5342
"ENSDNOG00000034252",5890
"ENSDNOG00000034253",107
"ENSDNOG00000034254",4781
"ENSDNOG00000034255",534
"ENSDNOG00000034256",783
"ENSDNOG00000034257",411
"ENSDNOG00000034258",1545
"ENSDNOG00000034259",861
"ENSDNOG00000034260",163
"ENSDNOG00000034261",1236
"ENSDNOG00000034262",928
"ENSDNOG00000034263",1263
"ENSDNOG00000034264",2811
"ENSDNOG00000034265",423
"ENSDNOG00000034266",2285
"ENSDNOG00000034267",621
"ENSDNOG00000034268",1083
"ENSDNOG00000034269",1188
"ENSDNOG00000034270",2934
"ENSDNOG00000034271",123
"ENSDNOG00000034272",369
"ENSDNOG00000034273",633
"ENSDNOG00000034274",759
"ENSDNOG00000034275",342
"ENSDNOG00000034276",936
"ENSDNOG00000034277",924
"ENSDNOG00000034278",744
"ENSDNOG00000034279",1699
"ENSDNOG00000034280",1992
"ENSDNOG00000034281",726
"ENSDNOG00000034282",390
"ENSDNOG00000034283",1302
"ENSDNOG00000034284",107
"ENSDNOG00000034285",1641
"ENSDNOG00000034286",2383
"ENSDNOG00000034287",1659
"ENSDNOG00000034288",240
"ENSDNOG00000034289",315
"ENSDNOG00000034290",921
"ENSDNOG00000034291",777
"ENSDNOG00000034292",3214
"ENSDNOG00000034293",155
"ENSDNOG00000034294",4641
"ENSDNOG00000034295",5424.5
"ENSDNOG00000034296",1363
"ENSDNOG00000034297",3792
"ENSDNOG00000034298",1782
"ENSDNOG00000034299",992
"ENSDNOG00000034300",164
"ENSDNOG00000034301",2957
"ENSDNOG00000034302",525
"ENSDNOG00000034303",3023.5
"ENSDNOG00000034304",1881
"ENSDNOG00000034305",5098
"ENSDNOG00000034306",880.5
"ENSDNOG00000034307",435
"ENSDNOG00000034308",1379
"ENSDNOG00000034309",9066
"ENSDNOG00000034310",100
"ENSDNOG00000034311",125
"ENSDNOG00000034312",936
"ENSDNOG00000034313",873
"ENSDNOG00000034314",465
"ENSDNOG00000034315",96
"ENSDNOG00000034316",6764
"ENSDNOG00000034317",1055
"ENSDNOG00000034318",1718
"ENSDNOG00000034319",186
"ENSDNOG00000034320",279
"ENSDNOG00000034321",4265
"ENSDNOG00000034322",1269
"ENSDNOG00000034323",780.5
"ENSDNOG00000034324",945
"ENSDNOG00000034325",1116
"ENSDNOG00000034326",7837
"ENSDNOG00000034327",133
"ENSDNOG00000034328",411
"ENSDNOG00000034329",2075
"ENSDNOG00000034330",5319
"ENSDNOG00000034331",107
"ENSDNOG00000034332",489
"ENSDNOG00000034333",850
"ENSDNOG00000034334",942
"ENSDNOG00000034335",4948
"ENSDNOG00000034336",2415
"ENSDNOG00000034337",106
"ENSDNOG00000034338",927
"ENSDNOG00000034339",1467
"ENSDNOG00000034340",118
"ENSDNOG00000034341",106
"ENSDNOG00000034342",184
"ENSDNOG00000034343",822
"ENSDNOG00000034344",948
"ENSDNOG00000034345",959.5
"ENSDNOG00000034346",3613
"ENSDNOG00000034347",1070
"ENSDNOG00000034348",106
"ENSDNOG00000034349",115
"ENSDNOG00000034350",1179
"ENSDNOG00000034351",4909.5
"ENSDNOG00000034352",360
"ENSDNOG00000034353",2283
"ENSDNOG00000034354",449
"ENSDNOG00000034355",5543
"ENSDNOG00000034356",121
"ENSDNOG00000034357",792
"ENSDNOG00000034358",4060
"ENSDNOG00000034359",133
"ENSDNOG00000034360",426
"ENSDNOG00000034361",5283
"ENSDNOG00000034362",348
"ENSDNOG00000034363",2661
"ENSDNOG00000034364",1989
"ENSDNOG00000034365",3865.5
"ENSDNOG00000034366",133
"ENSDNOG00000034367",934
"ENSDNOG00000034368",6804
"ENSDNOG00000034369",1528
"ENSDNOG00000034370",4892.5
"ENSDNOG00000034371",933
"ENSDNOG00000034372",107
"ENSDNOG00000034373",930
"ENSDNOG00000034374",130
"ENSDNOG00000034375",3330
"ENSDNOG00000034376",5092
"ENSDNOG00000034377",97
"ENSDNOG00000034378",5742
"ENSDNOG00000034379",101
"ENSDNOG00000034380",3396
"ENSDNOG00000034381",1370
"ENSDNOG00000034382",1098
"ENSDNOG00000034383",912
"ENSDNOG00000034384",396
"ENSDNOG00000034385",164
"ENSDNOG00000034386",1329
"ENSDNOG00000034387",107
"ENSDNOG00000034388",144
"ENSDNOG00000034389",2241
"ENSDNOG00000034390",83
"ENSDNOG00000034391",2621
"ENSDNOG00000034392",4980
"ENSDNOG00000034393",462
"ENSDNOG00000034394",91
"ENSDNOG00000034395",3231
"ENSDNOG00000034396",88
"ENSDNOG00000034397",137
"ENSDNOG00000034398",2677
"ENSDNOG00000034399",141
"ENSDNOG00000034400",291
"ENSDNOG00000034401",933
"ENSDNOG00000034402",945
"ENSDNOG00000034403",4527
"ENSDNOG00000034404",133
"ENSDNOG00000034405",126
"ENSDNOG00000034406",1601
"ENSDNOG00000034407",4373
"ENSDNOG00000034408",6266
"ENSDNOG00000034409",127
"ENSDNOG00000034410",1834
"ENSDNOG00000034411",471
"ENSDNOG00000034412",3907.5
"ENSDNOG00000034413",85
"ENSDNOG00000034414",96
"ENSDNOG00000034415",4846
"ENSDNOG00000034416",107
"ENSDNOG00000034417",6572
"ENSDNOG00000034418",939
"ENSDNOG00000034419",933
"ENSDNOG00000034420",507
"ENSDNOG00000034421",4333
"ENSDNOG00000034422",697
"ENSDNOG00000034423",4068
"ENSDNOG00000034424",426
"ENSDNOG00000034425",1038
"ENSDNOG00000034426",107
"ENSDNOG00000034427",1257
"ENSDNOG00000034428",438
"ENSDNOG00000034429",1711.5
"ENSDNOG00000034430",582
"ENSDNOG00000034431",939
"ENSDNOG00000034432",801
"ENSDNOG00000034433",603
"ENSDNOG00000034434",1398
"ENSDNOG00000034435",110
"ENSDNOG00000034436",1765.5
"ENSDNOG00000034437",106
"ENSDNOG00000034438",130
"ENSDNOG00000034439",1122
"ENSDNOG00000034440",323
"ENSDNOG00000034441",162
"ENSDNOG00000034442",163
"ENSDNOG00000034443",107
"ENSDNOG00000034444",636
"ENSDNOG00000034445",462
"ENSDNOG00000034446",3629
"ENSDNOG00000034447",1509
"ENSDNOG00000034448",201
"ENSDNOG00000034449",915
"ENSDNOG00000034450",1047
"ENSDNOG00000034451",6040
"ENSDNOG00000034452",300
"ENSDNOG00000034453",7353
"ENSDNOG00000034454",115
"ENSDNOG00000034455",1455
"ENSDNOG00000034456",107
"ENSDNOG00000034457",107
"ENSDNOG00000034458",309
"ENSDNOG00000034459",107
"ENSDNOG00000034460",159
"ENSDNOG00000034461",955
"ENSDNOG00000034462",321
"ENSDNOG00000034463",528
"ENSDNOG00000034464",969
"ENSDNOG00000034465",873
"ENSDNOG00000034466",108
"ENSDNOG00000034467",585
"ENSDNOG00000034468",420
"ENSDNOG00000034469",957
"ENSDNOG00000034470",450
"ENSDNOG00000034471",66
"ENSDNOG00000034472",366
"ENSDNOG00000034473",1287
"ENSDNOG00000034474",630
"ENSDNOG00000034475",579
"ENSDNOG00000034476",1254
"ENSDNOG00000034477",759
"ENSDNOG00000034478",465
"ENSDNOG00000034479",534
"ENSDNOG00000034480",387
"ENSDNOG00000034481",134
"ENSDNOG00000034482",390
"ENSDNOG00000034483",5214
"ENSDNOG00000034484",2621
"ENSDNOG00000034485",654
"ENSDNOG00000034486",115
"ENSDNOG00000034487",2413
"ENSDNOG00000034488",4616
"ENSDNOG00000034489",864
"ENSDNOG00000034490",4356
"ENSDNOG00000034491",885
"ENSDNOG00000034492",3677
"ENSDNOG00000034493",2046
"ENSDNOG00000034494",990
"ENSDNOG00000034495",2352
"ENSDNOG00000034496",1691.5
"ENSDNOG00000034497",2222
"ENSDNOG00000034498",1392
"ENSDNOG00000034499",504
"ENSDNOG00000034500",564
"ENSDNOG00000034501",107
"ENSDNOG00000034502",155
"ENSDNOG00000034503",105
"ENSDNOG00000034504",720
"ENSDNOG00000034505",6464
"ENSDNOG00000034506",2345
"ENSDNOG00000034507",1757
"ENSDNOG00000034508",996
"ENSDNOG00000034509",130
"ENSDNOG00000034510",681
"ENSDNOG00000034511",705
"ENSDNOG00000034512",2073
"ENSDNOG00000034513",107
"ENSDNOG00000034514",894
"ENSDNOG00000034515",486
"ENSDNOG00000034516",107
"ENSDNOG00000034517",2368
"ENSDNOG00000034518",1122
"ENSDNOG00000034519",454
"ENSDNOG00000034520",3531
"ENSDNOG00000034521",1631
"ENSDNOG00000034522",132
"ENSDNOG00000034523",108
"ENSDNOG00000034524",1645
"ENSDNOG00000034525",1656
"ENSDNOG00000034526",4441
"ENSDNOG00000034527",130
"ENSDNOG00000034528",131
"ENSDNOG00000034529",5177
"ENSDNOG00000034530",191
"ENSDNOG00000034531",315
"ENSDNOG00000034532",816
"ENSDNOG00000034533",5955
"ENSDNOG00000034534",132
"ENSDNOG00000034535",3822
"ENSDNOG00000034536",6271
"ENSDNOG00000034537",7792
"ENSDNOG00000034538",291
"ENSDNOG00000034539",738
"ENSDNOG00000034540",1044
"ENSDNOG00000034541",300
"ENSDNOG00000034542",654
"ENSDNOG00000034543",237
"ENSDNOG00000034544",933
"ENSDNOG00000034545",2697
"ENSDNOG00000034546",104
"ENSDNOG00000034547",72
"ENSDNOG00000034548",303
"ENSDNOG00000034549",205
"ENSDNOG00000034550",1991
"ENSDNOG00000034551",130
"ENSDNOG00000034552",5517
"ENSDNOG00000034553",1038
"ENSDNOG00000034554",477
"ENSDNOG00000034555",4571
"ENSDNOG00000034556",62
"ENSDNOG00000034557",912
"ENSDNOG00000034558",107
"ENSDNOG00000034559",1401
"ENSDNOG00000034560",2154
"ENSDNOG00000034561",2260
"ENSDNOG00000034562",104
"ENSDNOG00000034563",132
"ENSDNOG00000034564",1763
"ENSDNOG00000034565",1539
"ENSDNOG00000034566",189
"ENSDNOG00000034567",300
"ENSDNOG00000034568",1101
"ENSDNOG00000034569",7550
"ENSDNOG00000034570",178
"ENSDNOG00000034571",825
"ENSDNOG00000034572",128
"ENSDNOG00000034573",107
"ENSDNOG00000034574",107
"ENSDNOG00000034575",3434
"ENSDNOG00000034576",177
"ENSDNOG00000034577",104
"ENSDNOG00000034578",4956
"ENSDNOG00000034579",4277
"ENSDNOG00000034580",134
"ENSDNOG00000034581",107
"ENSDNOG00000034582",1352
"ENSDNOG00000034583",1084
"ENSDNOG00000034584",2435
"ENSDNOG00000034585",107
"ENSDNOG00000034586",3030
"ENSDNOG00000034587",964
"ENSDNOG00000034588",2272.5
"ENSDNOG00000034589",906
"ENSDNOG00000034590",1998
"ENSDNOG00000034591",4722
"ENSDNOG00000034592",826
"ENSDNOG00000034593",1974
"ENSDNOG00000034594",3329
"ENSDNOG00000034595",850
"ENSDNOG00000034596",85
"ENSDNOG00000034597",131
"ENSDNOG00000034598",1391
"ENSDNOG00000034599",177
"ENSDNOG00000034600",7171
"ENSDNOG00000034601",813
"ENSDNOG00000034602",177
"ENSDNOG00000034603",795
"ENSDNOG00000034604",1032
"ENSDNOG00000034605",948
"ENSDNOG00000034606",2857
"ENSDNOG00000034607",163
"ENSDNOG00000034608",6261
"ENSDNOG00000034609",1278
"ENSDNOG00000034610",2752
"ENSDNOG00000034611",967
"ENSDNOG00000034612",471
"ENSDNOG00000034613",4339
"ENSDNOG00000034614",6150.5
"ENSDNOG00000034615",1347
"ENSDNOG00000034616",1430
"ENSDNOG00000034617",2846
"ENSDNOG00000034618",1549
"ENSDNOG00000034619",84
"ENSDNOG00000034620",1955
"ENSDNOG00000034621",348
"ENSDNOG00000034622",1191
"ENSDNOG00000034623",2979
"ENSDNOG00000034624",6489
"ENSDNOG00000034625",961.5
"ENSDNOG00000034626",2994
"ENSDNOG00000034627",3044
"ENSDNOG00000034628",163
"ENSDNOG00000034629",114
"ENSDNOG00000034630",1122
"ENSDNOG00000034631",2002
"ENSDNOG00000034632",164
"ENSDNOG00000034633",453
"ENSDNOG00000034634",134
"ENSDNOG00000034635",162
"ENSDNOG00000034636",963
"ENSDNOG00000034637",1521
"ENSDNOG00000034638",1791
"ENSDNOG00000034639",942
"ENSDNOG00000034640",483
"ENSDNOG00000034641",243
"ENSDNOG00000034642",504
"ENSDNOG00000034643",813
"ENSDNOG00000034644",762
"ENSDNOG00000034645",984
"ENSDNOG00000034646",4309
"ENSDNOG00000034647",4183
"ENSDNOG00000034648",408
"ENSDNOG00000034649",204
"ENSDNOG00000034650",107
"ENSDNOG00000034651",1011
"ENSDNOG00000034652",540
"ENSDNOG00000034653",486
"ENSDNOG00000034654",475
"ENSDNOG00000034655",1362
"ENSDNOG00000034656",1046
"ENSDNOG00000034657",987
"ENSDNOG00000034658",6166
"ENSDNOG00000034659",3338
"ENSDNOG00000034660",771
"ENSDNOG00000034661",4345
"ENSDNOG00000034662",107
"ENSDNOG00000034663",711
"ENSDNOG00000034664",1346
"ENSDNOG00000034665",3226
"ENSDNOG00000034666",2899
"ENSDNOG00000034667",348
"ENSDNOG00000034668",107
"ENSDNOG00000034669",107
"ENSDNOG00000034670",1857
"ENSDNOG00000034671",1830
"ENSDNOG00000034672",136
"ENSDNOG00000034673",4764
"ENSDNOG00000034674",3791
"ENSDNOG00000034675",134
"ENSDNOG00000034676",105
"ENSDNOG00000034677",6343
"ENSDNOG00000034678",709
"ENSDNOG00000034679",2720
"ENSDNOG00000034680",978
"ENSDNOG00000034681",624
"ENSDNOG00000034682",741
"ENSDNOG00000034683",76
"ENSDNOG00000034684",3454
"ENSDNOG00000034685",4592
"ENSDNOG00000034686",288
"ENSDNOG00000034687",4477
"ENSDNOG00000034688",4382
"ENSDNOG00000034689",3477
"ENSDNOG00000034690",270
"ENSDNOG00000034691",402
"ENSDNOG00000034692",387
"ENSDNOG00000034693",360
"ENSDNOG00000034694",2103
"ENSDNOG00000034695",5458
"ENSDNOG00000034696",1275
"ENSDNOG00000034697",105
"ENSDNOG00000034698",597
"ENSDNOG00000034699",483
"ENSDNOG00000034700",228
"ENSDNOG00000034701",3623
"ENSDNOG00000034702",231
"ENSDNOG00000034703",191
"ENSDNOG00000034704",804
"ENSDNOG00000034705",531
"ENSDNOG00000034706",639
"ENSDNOG00000034707",4631
"ENSDNOG00000034708",122
"ENSDNOG00000034709",112
"ENSDNOG00000034710",2282
"ENSDNOG00000034711",4581
"ENSDNOG00000034712",714
"ENSDNOG00000034713",1353
"ENSDNOG00000034714",6941
"ENSDNOG00000034715",4562
"ENSDNOG00000034716",121
"ENSDNOG00000034717",1146
"ENSDNOG00000034718",513
"ENSDNOG00000034719",2562
"ENSDNOG00000034720",130
"ENSDNOG00000034721",3567
"ENSDNOG00000034722",812
"ENSDNOG00000034723",2430
"ENSDNOG00000034724",678
"ENSDNOG00000034725",1992
"ENSDNOG00000034726",306
"ENSDNOG00000034727",57
"ENSDNOG00000034728",1798
"ENSDNOG00000034729",411
"ENSDNOG00000034730",102
"ENSDNOG00000034731",5985
"ENSDNOG00000034732",1683
"ENSDNOG00000034733",783
"ENSDNOG00000034734",2305
"ENSDNOG00000034735",2372
"ENSDNOG00000034736",246
"ENSDNOG00000034737",3555
"ENSDNOG00000034738",1188
"ENSDNOG00000034739",492
"ENSDNOG00000034740",2719
"ENSDNOG00000034741",128
