"hsap_ensembl_gid","hsap_gene_name","control_1","control_2","control_3","control_4","conditioned_1","conditioned_2","conditioned_3","conditioned_4"
"ENSG00000205929","C21orf62",4,3,0,5,8,5,0,0
"ENSG00000205930","C21orf49",9,7,3,5,23,20,14,8
"ENSG00000205937","RNPS1",2487,3418,1708,3297,4109,2754,2300,2158
"ENSG00000205944","DAZ2",0,0,0,0,0,0,0,0
"ENSG00000205971","AC074389.6",0,0,0,0,0,0,0,0
"ENSG00000205978","NYNRIN",24,64,32,54,117,56,79,69
"ENSG00000205981","DNAJC19",288,477,211,420,415,249,227,221
"ENSG00000206013","IFITM5",0,0,0,1,0,0,0,0
"ENSG00000206026","SMIM21",0,0,0,0,0,0,0,0
"ENSG00000206043","C18orf63",0,0,0,0,0,0,0,0
"ENSG00000206044","AC005841.1",0,0,0,0,0,0,0,0
"ENSG00000206047","DEFA1",0,0,0,0,0,0,0,0
"ENSG00000206052","DOK6",1,0,1,1,0,0,0,0
"ENSG00000206053","HN1L",945,1291,672,1391,2136,1361,1326,1297
"ENSG00000206069","TMEM211",0,0,0,0,0,0,0,0
"ENSG00000206073","SERPINB4",0,4,1,1,2,2,6,7
"ENSG00000206075","SERPINB5",0,0,0,0,0,0,0,0
"ENSG00000206077","ZDHHC11B",2,2,1,3,3,2,2,0
"ENSG00000206102","KRTAP19-8",0,0,0,0,0,0,0,0
"ENSG00000206104","KRTAP20-3",0,0,0,0,0,0,0,0
"ENSG00000206105","KRTAP20-4",0,0,0,0,0,0,0,0
"ENSG00000206106","KRTAP22-2",0,0,0,0,0,0,0,0
"ENSG00000206107","KRTAP27-1",0,0,0,0,0,0,0,0
"ENSG00000206127","GOLGA8O",0,0,0,0,0,0,0,0
"ENSG00000206150","RNASE13",0,0,0,0,0,0,0,0
"ENSG00000206172","HBA1",2,0,0,0,0,0,0,0
"ENSG00000206177","HBM",0,0,0,0,0,0,0,0
"ENSG00000206181","TCEB3B",0,0,0,0,0,0,0,0
"ENSG00000206190","ATP10A",237,365,167,353,845,495,597,463
"ENSG00000206199","ANKUB1",0,3,1,3,4,1,3,0
"ENSG00000206203","TSSK2",0,4,0,0,1,0,1,0
"ENSG00000206260","PRR23A",0,0,0,0,0,0,0,0
"ENSG00000206262","C3orf72",0,3,0,0,0,0,1,0
"ENSG00000206344","HCG27",10,33,5,10,24,14,6,6
"ENSG00000206384","COL6A6",0,0,1,0,0,0,0,0
"ENSG00000206418","RAB12",259,406,185,382,443,252,360,345
"ENSG00000206422","LRRC30",0,0,0,0,0,0,0,0
"ENSG00000206432","TMEM200C",0,0,0,0,0,0,0,0
"ENSG00000206474","OR10C1",0,0,0,0,0,0,0,0
"ENSG00000206483","TXNRD3NB",0,0,0,0,0,0,0,0
"ENSG00000206503","HLA-A",30798,50367,20347,41784,40467,25504,19970,20775
"ENSG00000206527","PTPLB",1546,2537,1082,2439,2646,1756,2160,1915
"ENSG00000206530","WDR52",18,21,9,21,38,9,31,11
"ENSG00000206531","CD200R1L",0,0,0,0,0,0,0,0
"ENSG00000206532","RP11-553A10.1",0,0,0,1,2,0,1,0
"ENSG00000206535","LNP1",36,39,14,43,59,35,52,23
"ENSG00000206536","OR5K3",0,0,0,0,0,0,0,0
"ENSG00000206538","VGLL3",4,9,6,3,12,14,12,16
"ENSG00000206549","PRSS50",3,0,1,0,1,0,0,0
"ENSG00000206557","TRIM71",0,4,0,0,0,0,0,1
"ENSG00000206559","ZCWPW2",6,13,1,3,9,4,3,1
"ENSG00000206560","ANKRD28",1520,2445,1091,2595,5707,3464,4972,3627
"ENSG00000206561","COLQ",1,4,1,4,16,4,3,7
"ENSG00000206562","METTL6",179,251,142,249,308,245,233,209
"ENSG00000206579","XKR4",2,6,5,2,3,0,0,0
"ENSG00000211445","GPX3",14,15,23,21,15,9,4,14
"ENSG00000211448","DIO2",13,25,4,28,58,39,40,38
"ENSG00000211450","C11orf31",1285,1807,853,1635,1672,1036,738,904
"ENSG00000211452","DIO1",17,9,5,13,17,12,7,18
"ENSG00000211455","STK38L",751,1287,541,1187,1510,994,1338,1112
"ENSG00000211456","SACM1L",1342,2055,935,1996,2832,1909,2269,1707
"ENSG00000211460","TSN",1416,2437,1050,2090,2444,1632,1939,1659
"ENSG00000211584","SLC48A1",736,1225,571,1255,1641,1071,889,820
"ENSG00000212122","TSSK1B",0,0,0,0,0,0,0,0
"ENSG00000212123","PRR22",1,0,1,0,3,3,2,1
"ENSG00000212124","TAS2R19",0,6,0,0,3,0,1,0
"ENSG00000212126","TAS2R50",0,0,0,0,5,1,0,0
"ENSG00000212127","TAS2R14",1,2,3,1,6,4,4,10
"ENSG00000212128","TAS2R13",0,0,0,0,0,0,0,0
"ENSG00000212643","ZRSR1",0,0,0,0,1,0,0,0
"ENSG00000212657","KRTAP16-1",0,0,0,0,2,0,0,0
"ENSG00000212658","KRTAP29-1",0,0,0,0,2,2,0,1
"ENSG00000212659","KRTAP9-6",0,0,0,0,0,0,0,0
"ENSG00000212670","AL161915.1",8,13,3,11,16,24,13,18
"ENSG00000212673","AL136115.1",0,0,0,0,0,0,0,0
"ENSG00000212710","CTAGE1",0,0,0,0,0,0,0,0
"ENSG00000212719","C17orf51",95,164,97,179,220,146,137,131
"ENSG00000212721","KRTAP4-11",0,0,0,0,0,0,0,0
"ENSG00000212722","KRTAP4-9",0,0,0,0,0,0,0,0
"ENSG00000212724","KRTAP2-3",0,0,0,0,0,0,0,0
